0.45937500, 0.21111111,
0.38125000, 0.39629630,
0.28541667, 0.58888889,
0.19583333, 0.65000000,
0.10625000, 0.52407407,
0.09062500, 0.29259259,
0.02395833, 0.13148148,
-0.12187500, 0.20185185,
-0.21666667, 0.35925926,



-0.40833333, 0.12777778,
-0.37916667, 0.42407407,
-0.31770833, 0.71481482,
-0.18437500, 0.79814815,
-0.04375000, 0.75185185,
0.05833333, 0.63888889,
0.18020833, 0.50185185,
0.26979167, 0.37407407,
0.32187500, 0.22592593,


0.46562500, 0.87777778,
0.45000000, 0.26111111,
0.40104167, 0.07222222,
0.30520833, 0.10185185,
0.23645833, 0.19259259,
0.18125000, 0.30370370,
0.10833333, 0.45740741,
0.05625000, 0.60370370,
0.01666667, 0.73703704,
-0.07604167, 0.85185185,
-0.16562500, 0.75925926,
-0.19479167, 0.53333333,
-0.22291667, 0.33333333,
-0.24895833, 0.13888889,
-0.33750000, 0.15925926,
-0.41562500, 0.22037037,
-0.46875000, 0.37962963,


-0.40000000, 0.78148148,
-0.43333333, 0.60925926,
-0.43333333, 0.40370370,
-0.39375000, 0.23703704,
-0.29166667, 0.17222222,
-0.20000000, 0.16666667,
-0.10625000, 0.18518519,
-0.00104167, 0.17962963,
0.12187500, 0.20925926,
0.10729167, 0.40740741,
0.04687500, 0.55925926,
-0.02395833, 0.66111111,
-0.11979167, 0.80000000,
-0.20000000, 0.75185185,
-0.22812500, 0.59074074,
-0.18854167, 0.37407407,


0.40104167, 0.79629630,
0.40416667, 0.61666667,
0.37708333, 0.35925926,
0.33750000, 0.15185185,
0.24791667, 0.11481481,
0.15833333, 0.11296296,
0.05000000, 0.14629630,
-0.01145833, 0.18888889,
-0.07604167, 0.27777778,
-0.15104167, 0.35925926,
-0.23125000, 0.42592593,
-0.32291667, 0.55740741,
-0.38854167, 0.68333333,
-0.42604167, 0.76111111,
-0.48750000, 0.83518519,


-0.49375000, 0.84629630,
-0.47812500, 0.63518519,
-0.42708333, 0.42037037,
-0.36354167, 0.34259259,
-0.27291667, 0.27407407,
-0.15937500, 0.24074074,
-0.05520833, 0.23888889,
0.05312500, 0.31481481,
0.05104167, 0.44444444,


0.36250000, 0.56111111,
0.34375000, 0.39074074,
0.29895833, 0.19074074,
0.22187500, 0.10740741,
0.11458333, 0.12592593,
0.03958333, 0.21111111,
-0.07604167, 0.33148148,
-0.16354167, 0.39629630,
-0.26354167, 0.52222222,



0.48333333, 0.77407407,
0.32708333, 0.68333333,
0.02604167, 0.48703704,
-0.24166667, 0.26296296,
-0.38333333, 0.08148148,
-0.29791667, 0.21111111,
-0.30833333, 0.21666667,


-0.26250000, 0.61111111,
-0.09791667, 0.46666667,
0.05208333, 0.35925926,
0.28541667, 0.13333333,
0.41354167, 0.20370370,


-0.45520833, 0.76111111,
-0.24479167, 0.75740741,
0.00520833, 0.76481481,
0.18541667, 0.76666667,
0.32187500, 0.67407407,

