1547107615.845973,193
1547107615.8470647,185
1547107615.8475816,200
1547107615.8481505,203
1547107615.848646,203
1547107615.849295,205
1547107615.8500104,200
1547107615.8505876,198
1547107615.8512864,199
1547107615.8519914,201
1547107615.852518,191
1547107615.8531075,191
1547107615.853928,188
1547107615.854512,187
1547107615.8551059,185
1547107615.8557265,181
1547107615.856351,183
1547107615.8569741,186
1547107615.8575594,186
1547107615.8582537,189
1547107615.858984,192
1547107615.8595705,193
1547107615.8602755,193
1547107615.8610168,196
1547107615.8615978,199
1547107615.8623972,201
1547107615.8631153,205
1547107615.8636737,209
1547107615.8643045,202
1547107615.8650165,202
1547107615.8656116,191
1547107615.8664289,189
1547107615.8671281,183
1547107615.8678,179
1547107615.8684335,176
1547107615.8691323,174
1547107615.8697343,172
1547107615.8704243,174
1547107615.871133,170
1547107615.8718112,171
1547107615.8724594,170
1547107615.8731556,173
1547107615.8737772,173
1547107615.8743834,178
1547107615.8751357,181
1547107615.8757443,191
1547107615.8763535,191
1547107615.8771224,192
1547107615.8777125,187
1547107615.878354,191
1547107615.8791225,185
1547107615.8797123,186
1547107615.880329,186
1547107615.8811193,186
1547107615.8817275,182
1547107615.882386,188
1547107615.8831203,189
1547107615.883815,196
1547107615.884508,199
1547107615.8852024,201
1547107615.8860264,206
1547107615.8867218,188
1547107615.8874373,207
1547107615.8881347,201
1547107615.8888252,204
1547107615.8895087,205
1547107615.8901198,195
1547107615.890728,195
1547107615.8913527,186
1547107615.892122,185
1547107615.892708,183
1547107615.893327,179
1547107615.893992,179
1547107615.8945787,186
1547107615.8952909,191
1547107615.8959882,191
1547107615.8966196,195
1547107615.8974867,201
1547107615.8984308,198
1547107615.899137,190
1547107615.8998575,184
1547107615.9005768,180
1547107615.9014983,178
1547107615.9024067,165
1547107615.9031427,177
1547107615.903806,182
1547107615.904458,190
1547107615.905114,194
1547107615.905812,198
1547107615.9064744,195
1547107615.9071019,186
1547107615.9077506,186
1547107615.9084067,183
1547107615.9091153,180
1547107615.9097927,173
1547107615.91046,170
1547107615.9111238,173
1547107615.9117749,179
1547107615.912429,185
1547107615.9131098,191
1547107615.9137912,194
1547107615.914433,194
1547107615.9151142,197
1547107615.9157832,198
1547107615.916469,200
1547107615.9171154,199
1547107615.9177938,200
1547107615.918464,199
1547107615.9191139,192
1547107615.9197645,186
1547107615.9204342,186
1547107615.9211152,186
1547107615.9218025,186
1547107615.922508,183
1547107615.923297,180
1547107615.9241233,185
1547107615.9248207,185
1547107615.9254847,193
1547107615.9261549,194
1547107615.9268136,198
1547107615.9274745,198
1547107615.92815,202
1547107615.9288082,205
1547107615.929473,205
1547107615.9301202,205
1547107615.930742,205
1547107615.9314466,205
1547107615.932117,199
1547107615.9327512,194
1547107615.9333992,186
1547107615.9341152,184
1547107615.9347641,179
1547107615.9354112,179
1547107615.9361176,178
1547107615.9367561,177
1547107615.937445,176
1547107615.938112,176
1547107615.9387643,177
1547107615.9394329,179
1547107615.9401143,177
1547107615.9407651,181
1547107615.9414487,190
1547107615.9421334,196
1547107615.9427931,201
1547107615.9434698,201
1547107615.9441495,196
1547107615.9447975,193
1547107615.9454553,193
1547107615.946122,193
1547107615.9467702,191
1547107615.9473999,188
1547107615.9481158,186
1547107615.9487846,182
1547107615.9494894,181
1547107615.9501529,178
1547107615.9508324,176
1547107615.9515085,173
1547107615.9521823,173
1547107615.9529352,177
1547107615.9536119,184
1547107615.954402,192
