80,1551807715.0264459
83,1551807715.0271995
80,1551807715.0275478
80,1551807715.0279934
80,1551807715.028367
80,1551807715.0287206
80,1551807715.0291007
80,1551807715.0294623
79,1551807715.029883
79,1551807715.0302198
79,1551807715.0305443
79,1551807715.030952
81,1551807715.0312517
81,1551807715.0315487
83,1551807715.0319488
83,1551807715.0322459
82,1551807715.032541
82,1551807715.0329468
80,1551807715.033234
80,1551807715.0335183
77,1551807715.0340044
77,1551807715.0345314
79,1551807715.0349584
80,1551807715.0352821
80,1551807715.035595
81,1551807715.0359519
81,1551807715.0362594
83,1551807715.0365639
83,1551807715.0369506
81,1551807715.037259
81,1551807715.0375652
81,1551807715.0379508
81,1551807715.038256
81,1551807715.038561
79,1551807715.0389519
79,1551807715.0392594
79,1551807715.0395668
79,1551807715.0399652
79,1551807715.0403268
79,1551807715.040771
79,1551807715.0411253
81,1551807715.0421045
80,1551807715.0425565
82,1551807715.0429657
82,1551807715.0433145
82,1551807715.0436652
82,1551807715.0440636
81,1551807715.0443811
81,1551807715.0447276
83,1551807715.0451312
83,1551807715.0454986
81,1551807715.0459845
81,1551807715.0463111
80,1551807715.0466197
80,1551807715.047081
78,1551807715.047383
78,1551807715.0476854
80,1551807715.0481095
80,1551807715.0484145
80,1551807715.0487158
80,1551807715.049063
79,1551807715.0493784
79,1551807715.0496871
79,1551807715.0500963
79,1551807715.0504434
80,1551807715.0507894
80,1551807715.0511317
80,1551807715.0514784
80,1551807715.0517828
83,1551807715.0520887
83,1551807715.052393
83,1551807715.0526974
82,1551807715.053093
82,1551807715.0534434
81,1551807715.0537534
81,1551807715.054098
78,1551807715.0544481
78,1551807715.054792
78,1551807715.0550995
78,1551807715.0554078
80,1551807715.055752
80,1551807715.0560968
80,1551807715.0564337
80,1551807715.0568447
80,1551807715.0573173
81,1551807715.0576682
81,1551807715.0581226
82,1551807715.0586095
79,1551807715.0590732
79,1551807715.0594034
79,1551807715.0597584
80,1551807715.0600681
80,1551807715.060388
80,1551807715.060701
80,1551807715.0610893
80,1551807715.0614042
80,1551807715.0617428
80,1551807715.0620944
80,1551807715.0624487
79,1551807715.0628
79,1551807715.0631502
79,1551807715.063503
79,1551807715.0639853
79,1551807715.064342
79,1551807715.064692
80,1551807715.0650942
