1077072.039081,130
1077072.040621,129
1077072.043876,129
1077072.178072,164
1077072.217744,167
1077072.236665,170
1077072.240097,171
1077072.241965,166
1077072.243309,166
1077072.244723,167
1077072.247072,171
1077072.249751,166
1077072.251629,165
1077072.253013,186
1077072.254201,168
1077072.255505,169
1077072.257053,167
1077072.258685,166
1077072.260044,166
1077072.272009,168
1077072.276725,165
1077072.28426,170
1077072.28663,166
1077072.29051,167
1077072.292077,165
1077072.293993,164
1077072.295625,169
1077072.297081,171
1077072.298645,167
1077072.300055,166
1077072.30189,164
1077072.30353,187
1077072.306206,170
1077072.308306,167
1077072.309963,189
1077072.311208,167
1077072.312511,169
1077072.315005,167
1077072.316674,188
1077072.319021,164
1077072.320512,187
1077072.322019,169
1077072.323635,170
1077072.326648,166
1077072.328998,168
1077072.330521,169
1077072.332257,168
1077072.333722,186
1077072.335774,165
1077072.337023,167
1077072.338329,169
1077072.339952,170
1077072.341712,166
1077072.344006,166
1077072.34521,168
1077072.34663,169
1077072.348325,190
1077072.349578,168
1077072.351092,166
1077072.35426,165
1077072.355965,187
1077072.357134,170
1077072.35851,165
1077072.360114,165
1077072.361181,167
1077072.36232,169
1077072.363856,188
1077072.364995,168
1077072.366083,165
1077072.367973,164
1077072.368999,164
1077072.370123,167
1077072.372685,169
1077072.373961,170
1077072.375983,165
1077072.377188,165
1077072.378283,168
1077072.380564,169
1077072.381621,169
1077072.382638,166
1077072.383908,165
1077072.385189,162
1077072.386852,166
1077072.388465,169
1077072.389641,170
1077072.391131,167
1077072.392851,166
1077072.394122,166
1077072.395439,168
1077072.397149,169
1077072.398292,168
1077072.399324,186
1077072.402637,165
1077072.404517,168
1077072.406969,170
1077072.408191,189
1077072.410122,166
1077072.41132,187
1077072.412681,168
1077072.414623,170
1077072.415654,187
1077072.417734,164
1077072.418959,188
1077072.420112,166
1077072.422283,170
1077072.423506,190
1077072.424646,169
1077072.426627,164
1077072.427992,167
1077072.429211,169
1077072.430982,170
1077072.43211,168
1077072.434899,164
1077072.436096,187
1077072.437441,169
1077072.439025,169
1077072.440676,167
1077072.442754,189
1077072.443958,165
1077072.44523,168
1077072.447322,171
1077072.448706,169
1077072.450711,187
1077072.453211,167
1077072.45474,169
1077072.456515,188
1077072.457856,168
1077072.459069,166
1077072.460291,164
1077072.46143,189
1077072.462521,167
1077072.463937,170
1077072.464956,169
1077072.466195,167
1077072.468563,164
1077072.469844,168
1077072.47099,169
1077072.47252,169
1077072.473665,169
1077072.475599,166
1077072.477505,165
1077072.478645,169
1077072.481634,171
1077072.482793,189
1077072.485291,164
1077072.486508,166
1077072.488816,168
1077072.489979,167
1077072.491188,167
1077072.493061,166
1077072.494312,166
1077072.495516,168
1077072.49751,172
1077072.498652,168
1077072.499879,165
1077072.502529,188
1077072.505149,169
1077072.506619,170
1077072.507926,188
1077072.510305,163
1077072.511707,167
1077072.514688,169
1077072.516332,189
1077072.519528,167
1077072.522062,168
1077072.52351,168
1077072.526186,166
1077072.527634,188
1077072.530349,168
1077072.531633,168
1077072.534067,167
1077072.536187,166
1077072.537518,167
1077072.539626,170
1077072.540895,188
1077072.543359,165
1077072.544624,166
1077072.546003,169
1077072.549117,167
1077072.550611,165
1077072.551861,186
1077072.553015,167
1077072.558508,168
1077072.560916,167
1077072.562083,168
1077072.565511,168
1077072.57519,166
1077072.577436,166
1077072.578503,167
1077072.579719,169
1077072.581513,188
1077072.582999,168
1077072.587496,165
1077072.598035,186
1077072.599306,167
1077072.605511,165
1077072.606625,188
1077072.607862,171
1077072.609235,166
1077072.610623,165
1077072.611862,167
1077072.613625,169
1077072.614675,170
1077072.615843,187
1077072.617261,167
1077072.618971,165
1077072.620097,166
1077072.621687,169
1077072.623297,170
1077072.624321,168
1077072.625718,166
1077072.627301,186
1077072.628547,167
1077072.630433,170
1077072.631627,170
1077072.632865,167
1077072.635177,165
1077072.637023,166
1077072.639453,171
1077072.640688,188
1077072.643158,168
1077072.644561,187
1077072.645666,170
1077072.647966,169
1077072.649184,168
1077072.652565,164
1077072.654213,189
1077072.656318,170
1077072.657639,188
1077072.660251,165
1077072.661623,187
1077072.664045,170
1077072.665306,191
1077072.668575,168
1077072.669918,166
1077072.673241,170
1077072.676268,166
1077072.677625,165
1077072.678875,169
1077072.680624,189
1077072.681647,171
1077072.683184,169
1077072.684579,166
1077072.685854,165
1077072.687001,168
1077072.689531,170
1077072.690787,167
1077072.692673,166
1077072.693973,164
1077072.695107,168
1077072.696808,169
1077072.698019,170
1077072.700155,168
1077072.702513,166
1077072.703667,187
1077072.706507,171
1077072.707631,167
1077072.709018,165
1077072.710624,166
1077072.711772,168
1077072.713155,168
1077072.714971,167
1077072.716102,167
1077072.718635,165
1077072.719844,166
1077072.721212,169
1077072.723198,169
1077072.724311,167
1077072.726658,166
1077072.727837,187
1077072.729046,168
1077072.731655,189
1077072.733066,165
1077072.735645,165
1077072.736826,167
1077072.738499,169
1077072.739843,189
1077072.741007,160
1077072.742562,161
1077072.744219,189
1077072.748572,162
1077072.751129,160
1077072.75298,187
1077072.756554,169
1077072.758557,164
1077072.760983,163
1077072.763387,166
1077072.765518,166
1077072.767025,163
1077072.769442,188
1077072.773257,168
1077072.774637,190
1077072.778323,164
1077072.783061,163
1077072.786347,190
1077072.788163,165
1077072.789975,168
1077072.791305,165
1077072.794631,190
1077072.797208,167
1077072.798858,191
1077072.800057,163
1077072.802628,189
1077072.803988,163
1077072.80686,169
1077072.810987,164
1077072.812857,190
1077072.815636,166
1077072.818911,162
1077072.820671,190
1077072.822133,167
1077072.82339,190
1077072.82563,166
1077072.827513,163
1077072.828703,191
1077072.831021,168
1077072.832112,189
1077072.833956,163
1077072.835977,188
1077072.837159,165
1077072.839253,169
1077072.840502,190
1077072.841932,164
1077072.843521,188
1077072.844838,162
1077072.847039,167
1077072.848631,191
1077072.85121,162
1077072.852672,162
1077072.853849,191
1077072.856171,168
1077072.857301,191
1077072.858493,164
1077072.860574,163
1077072.861853,162
1077072.863221,167
1077072.864668,168
1077072.865843,190
1077072.868489,164
1077072.873514,166
1077072.874855,193
1077072.877318,164
1077072.878516,165
1077072.880997,168
1077072.882208,165
1077072.883423,189
1077072.885633,161
1077072.886973,164
1077072.889004,167
1077072.890851,165
1077072.892034,164
1077072.893874,192
1077072.894963,165
1077072.896158,194
1077072.89796,170
1077072.898986,191
1077072.900629,164
1077072.902623,162
1077072.903859,166
1077072.905856,169
1077072.90702,191
1077072.908323,165
1077072.909984,162
1077072.911332,164
1077072.912434,191
1077072.914506,168
1077072.915623,165
1077072.918619,161
1077072.919963,164
1077072.922248,167
1077072.924685,165
1077072.926313,163
1077072.927508,163
1077072.928622,189
1077072.930625,168
1077072.93184,193
1077072.933189,166
1077072.935858,163
1077072.937057,189
1077072.940226,167
1077072.941997,192
1077072.944121,164
1077072.945168,165
1077072.946813,191
1077072.948084,168
1077072.949505,168
1077072.951132,165
1077072.952308,161
1077072.953504,165
1077072.954797,191
1077072.956316,167
1077072.957507,190
1077072.959646,163
1077072.960839,163
1077072.961957,190
1077072.964156,167
1077072.965434,167
1077072.966523,189
1077072.969009,161
1077072.970508,166
1077072.973165,191
1077072.974298,167
1077072.975517,193
1077072.977121,163
1077072.978294,191
1077072.97974,167
1077072.981504,191
1077072.982622,168
1077072.984282,162
1077072.985624,188
1077072.986839,164
1077072.988128,192
1077072.989628,168
1077072.990864,169
1077072.993298,165
1077072.994505,163
1077072.995626,166
