88,34.51,0.63202
89,35.212,0.64912
90,35.919,0.66641
91,36.632,0.6839
92,37.351,0.70158
93,38.075,0.71944
94,38.804,0.73747
95,39.537,0.75567
96,40.275,0.77403
97,41.016,0.79253
98,41.761,0.81119
99,42.509,0.82998
100,43.259,0.84889
101,44.013,0.86793
102,44.768,0.88709
103,45.525,0.90635
104,46.284,0.92571
105,47.043,0.94516
106,47.803,0.9647
107,48.563,0.98431
108,49.324,1.004
109,50.083,1.0237
110,50.842,1.0435
111,51.599,1.0634
112,52.355,1.0832
113,53.109,1.1031
114,53.86,1.1231
115,54.609,1.143
116,55.355,1.163
117,56.097,1.1829
118,56.835,1.2028
119,57.57,1.2227
120,58.299,1.2426
121,59.025,1.2625
122,59.745,1.2823
123,60.459,1.3021
124,61.168,1.3218
125,61.871,1.3414
126,62.568,1.361
127,63.259,1.3805
128,63.942,1.3999
129,64.619,1.4192
130,65.288,1.4384
131,65.951,1.4574
132,66.605,1.4764
133,67.252,1.4953
134,67.891,1.514
135,68.521,1.5325
136,69.144,1.5509
137,69.758,1.5692
138,70.363,1.5873
139,70.96,1.6052
140,71.548,1.623
141,72.127,1.6406
142,72.697,1.6579
143,73.259,1.6751
144,73.811,1.6921
145,74.354,1.7088
146,74.888,1.7254
147,75.412,1.7417
148,75.928,1.7578
149,76.434,1.7736
150,76.931,1.7892
151,77.419,1.8046
152,77.897,1.8197
153,78.367,1.8345
154,78.827,1.8491
155,79.279,1.8634
156,79.721,1.8774
157,80.154,1.8911
158,80.578,1.9046
159,80.994,1.9177
160,81.4,1.9306
161,81.798,1.9431
162,82.188,1.9553
163,82.569,1.9672
164,82.941,1.9788
165,83.305,1.9901
166,83.661,2.001
167,84.009,2.0116
168,84.349,2.0219
169,84.68,2.0318
170,85.005,2.0414
171,85.321,2.0506
172,85.63,2.0595
173,85.931,2.068
174,86.225,2.0762
175,86.512,2.084
176,86.792,2.0914
177,87.065,2.0984
178,87.331,2.1051
179,87.59,2.1114
180,87.843,2.1174
181,88.089,2.1229
182,88.329,2.1281
183,88.563,2.1329
184,88.791,2.1373
185,89.013,2.1413
186,89.229,2.1449
187,89.439,2.1481
188,89.644,2.1509
189,89.843,2.1534
190,90.037,2.1554
191,90.226,2.1571
192,90.409,2.1584
193,90.588,2.1592
194,90.762,2.1597
195,90.931,2.1598
196,91.095,2.1594
197,91.255,2.1587
198,91.411,2.1576
199,91.562,2.1561
200,91.709,2.1542
201,91.852,2.1519
202,91.99,2.1492
203,92.125,2.1461
204,92.257,2.1426
205,92.384,2.1387
206,92.508,2.1344
207,92.628,2.1298
208,92.745,2.1248
209,92.858,2.1193
210,92.969,2.1136
211,93.076,2.1074
212,93.18,2.1008
213,93.281,2.0939
214,93.379,2.0866
215,93.474,2.0789
216,93.566,2.0709
217,93.656,2.0625
218,93.743,2.0538
219,93.828,2.0447
220,93.91,2.0352
221,93.99,2.0254
222,94.067,2.0153
223,94.142,2.0048
224,94.215,1.994
225,94.286,1.9828
226,94.354,1.9714
227,94.421,1.9596
228,94.486,1.9474
229,94.548,1.935
230,94.609,1.9223
231,94.668,1.9092
232,94.725,1.8959
233,94.781,1.8823
234,94.835,1.8684
235,94.887,1.8542
236,94.938,1.8397
237,94.987,1.8249
238,95.035,1.8099
239,95.081,1.7947
240,95.126,1.7792
241,95.17,1.7634
242,95.212,1.7474
243,95.253,1.7312
244,95.293,1.7147
245,95.331,1.698
246,95.368,1.6811
247,95.405,1.664
248,95.44,1.6467
249,95.474,1.6292
250,95.507,1.6115
251,95.539,1.5936
252,95.57,1.5756
253,95.6,1.5574
254,95.629,1.539
255,95.658,1.5205
