2.080000000000000000e+02 2.200000000000000000e+01 1.117900000000000013e-03
2.000000000000000000e+02 3.000000000000000000e+01 2.076000000000000154e-03
2.000000000000000000e+02 3.000000000000000000e+01 2.714799999999999852e-03
2.000000000000000000e+02 3.000000000000000000e+01 2.571100000000000121e-02
2.000000000000000000e+02 3.000000000000000000e+01 6.387699999999999845e-04
2.000000000000000000e+02 3.000000000000000000e+01 2.235700000000000187e-03
2.000000000000000000e+02 3.000000000000000000e+01 1.117900000000000013e-03
1.840000000000000000e+02 3.900000000000000000e+01 1.277499999999999990e-03
1.840000000000000000e+02 3.900000000000000000e+01 2.235700000000000187e-03
1.840000000000000000e+02 3.900000000000000000e+01 1.437200000000000023e-03
1.840000000000000000e+02 3.900000000000000000e+01 9.581600000000000013e-04
1.520000000000000000e+02 5.100000000000000000e+01 1.916299999999999904e-03
1.520000000000000000e+02 5.100000000000000000e+01 4.631099999999999973e-03
1.520000000000000000e+02 5.100000000000000000e+01 0.000000000000000000e+00
9.600000000000000000e+01 3.900000000000000000e+01 4.790800000000000006e-04
9.600000000000000000e+01 3.900000000000000000e+01 1.596900000000000056e-03
9.600000000000000000e+01 3.900000000000000000e+01 1.117900000000000013e-03
1.840000000000000000e+02 5.000000000000000000e+00 8.815099999999999325e-02
1.840000000000000000e+02 5.000000000000000000e+00 8.479699999999999738e-02
1.840000000000000000e+02 5.000000000000000000e+00 7.665299999999999891e-02
1.600000000000000000e+02 5.000000000000000000e+00 8.463700000000000390e-02
1.600000000000000000e+02 5.000000000000000000e+00 6.579400000000000526e-02
1.600000000000000000e+02 5.000000000000000000e+00 7.250099999999999600e-02
1.360000000000000000e+02 5.000000000000000000e+00 7.968699999999999395e-02
1.360000000000000000e+02 5.000000000000000000e+00 9.613499999999999823e-02
1.360000000000000000e+02 5.000000000000000000e+00 8.495700000000000474e-02
9.600000000000000000e+01 5.000000000000000000e+00 5.269900000000000279e-02
9.600000000000000000e+01 5.000000000000000000e+00 5.876699999999999979e-02
9.600000000000000000e+01 5.000000000000000000e+00 4.886599999999999971e-02
1.840000000000000000e+02 1.000000000000000000e+01 7.633299999999999808e-02
1.840000000000000000e+02 1.000000000000000000e+01 8.080500000000000183e-02
1.840000000000000000e+02 1.000000000000000000e+01 8.016600000000000115e-02
1.840000000000000000e+02 1.000000000000000000e+01 5.429599999999999704e-02
1.600000000000000000e+02 1.000000000000000000e+01 3.353600000000000331e-02
1.600000000000000000e+02 1.000000000000000000e+01 4.551299999999999790e-02
1.600000000000000000e+02 1.000000000000000000e+01 6.116300000000000209e-02
1.600000000000000000e+02 1.000000000000000000e+01 5.557299999999999740e-02
1.600000000000000000e+02 1.000000000000000000e+01 6.036400000000000099e-02
1.360000000000000000e+02 1.000000000000000000e+01 1.692700000000000107e-02
1.360000000000000000e+02 1.000000000000000000e+01 2.379399999999999918e-02
1.360000000000000000e+02 1.000000000000000000e+01 4.215900000000000203e-02
1.360000000000000000e+02 1.000000000000000000e+01 4.088200000000000167e-02
1.360000000000000000e+02 1.000000000000000000e+01 4.567199999999999732e-02
9.600000000000000000e+01 1.000000000000000000e+01 6.707099999999999694e-03
9.600000000000000000e+01 1.000000000000000000e+01 1.133800000000000086e-02
9.600000000000000000e+01 1.000000000000000000e+01 9.741299999999999612e-03
9.600000000000000000e+01 1.000000000000000000e+01 2.076000000000000068e-02
9.600000000000000000e+01 1.000000000000000000e+01 1.501100000000000004e-02
9.600000000000000000e+01 1.000000000000000000e+01 2.507200000000000054e-02
1.840000000000000000e+02 2.000000000000000000e+01 1.357399999999999926e-02
1.840000000000000000e+02 2.000000000000000000e+01 1.676800000000000165e-02
1.840000000000000000e+02 2.000000000000000000e+01 1.708700000000000149e-02
1.840000000000000000e+02 2.000000000000000000e+01 6.866800000000000161e-03
1.840000000000000000e+02 2.000000000000000000e+01 4.950500000000000039e-03
1.840000000000000000e+02 2.000000000000000000e+01 5.269900000000000105e-03
1.600000000000000000e+02 2.000000000000000000e+01 4.152000000000000308e-03
1.600000000000000000e+02 2.000000000000000000e+01 7.505600000000000292e-03
1.600000000000000000e+02 2.000000000000000000e+01 6.866800000000000161e-03
1.600000000000000000e+02 2.000000000000000000e+01 5.748999999999999770e-03
1.600000000000000000e+02 2.000000000000000000e+01 7.505600000000000292e-03
1.600000000000000000e+02 2.000000000000000000e+01 8.783100000000000282e-03
1.360000000000000000e+02 2.000000000000000000e+01 4.631099999999999973e-03
1.360000000000000000e+02 2.000000000000000000e+01 3.193899999999999951e-03
1.360000000000000000e+02 2.000000000000000000e+01 5.269900000000000105e-03
9.600000000000000000e+01 2.000000000000000000e+01 4.790800000000000006e-04
9.600000000000000000e+01 2.000000000000000000e+01 2.714799999999999852e-03
9.600000000000000000e+01 2.000000000000000000e+01 2.555099999999999819e-03
