97,1551324378.356031
97,1551324378.3568883
97,1551324378.3572326
96,1551324378.3575907
96,1551324378.3579907
96,1551324378.3583424
99,1551324378.3586895
99,1551324378.3590126
99,1551324378.359314
99,1551324378.3596058
98,1551324378.3600166
98,1551324378.3603497
96,1551324378.360645
96,1551324378.3609989
96,1551324378.361293
96,1551324378.361577
96,1551324378.3619936
96,1551324378.362326
97,1551324378.362645
95,1551324378.3630054
95,1551324378.3633142
99,1551324378.3636124
99,1551324378.3640032
99,1551324378.3642998
99,1551324378.3645961
98,1551324378.3650086
98,1551324378.3653247
97,1551324378.3656344
97,1551324378.3660052
97,1551324378.3663301
97,1551324378.3666441
96,1551324378.3670526
97,1551324378.36737
97,1551324378.3677034
99,1551324378.3680477
99,1551324378.3684192
98,1551324378.3688378
98,1551324378.3691597
96,1551324378.3694968
96,1551324378.3699086
96,1551324378.370262
100,1551324378.3706188
100,1551324378.3710535
97,1551324378.3713677
97,1551324378.37172
97,1551324378.3720376
97,1551324378.37235
96,1551324378.3726685
97,1551324378.373026
97,1551324378.3733723
97,1551324378.373689
97,1551324378.374043
98,1551324378.3743904
98,1551324378.3747077
97,1551324378.37507
97,1551324378.3754122
97,1551324378.3757303
97,1551324378.3760617
96,1551324378.3764026
96,1551324378.3767378
96,1551324378.3770392
96,1551324378.377339
97,1551324378.3776364
97,1551324378.3780422
97,1551324378.3783476
96,1551324378.3786464
96,1551324378.379053
98,1551324378.3793545
98,1551324378.3796566
100,1551324378.3800397
100,1551324378.3803496
97,1551324378.380697
97,1551324378.3811562
97,1551324378.3816824
97,1551324378.3821251
95,1551324378.382546
97,1551324378.3831003
97,1551324378.3835177
98,1551324378.383955
97,1551324378.3843265
97,1551324378.3847964
97,1551324378.3852441
95,1551324378.385594
95,1551324378.386075
97,1551324378.3864176
97,1551324378.3868134
96,1551324378.3872159
99,1551324378.3876035
97,1551324378.3881004
97,1551324378.3884773
98,1551324378.3889902
98,1551324378.3893578
98,1551324378.3897316
99,1551324378.3901005
